behaviorSpaceRun,componentID,componentSize,terr,mem,numPred
1,3,7,None,Individual,1
1,1,7,None,Individual,1
1,2,6,None,Individual,1
2,1,9,None,Individual,1
2,2,7,None,Individual,1
2,3,4,None,Individual,1
3,1,7,None,Individual,1
3,2,7,None,Individual,1
3,4,1,None,Individual,1
3,5,1,None,Individual,1
3,3,3,None,Individual,1
3,6,1,None,Individual,1
4,1,7,None,Individual,1
4,2,8,None,Individual,1
4,3,5,None,Individual,1
5,3,4,None,Individual,1
5,1,5,None,Individual,1
5,2,10,None,Individual,1
5,4,1,None,Individual,1
6,2,5,None,Individual,1
6,4,8,None,Individual,1
6,3,2,None,Individual,1
6,1,5,None,Individual,1
7,1,10,None,Individual,1
7,2,10,None,Individual,1
8,2,11,None,Individual,1
8,3,2,None,Individual,1
8,1,4,None,Individual,1
8,4,1,None,Individual,1
8,5,1,None,Individual,1
8,6,1,None,Individual,1
9,1,8,None,Individual,1
9,4,1,None,Individual,1
9,5,1,None,Individual,1
9,2,2,None,Individual,1
9,6,1,None,Individual,1
9,3,3,None,Individual,1
9,7,1,None,Individual,1
9,8,1,None,Individual,1
9,9,1,None,Individual,1
9,10,1,None,Individual,1
10,4,6,None,Individual,1
10,2,6,None,Individual,1
10,3,3,None,Individual,1
10,5,1,None,Individual,1
10,6,1,None,Individual,1
10,7,1,None,Individual,1
10,1,2,None,Individual,1
11,1,7,None,Individual,1
11,2,12,None,Individual,1
11,3,1,None,Individual,1
12,2,9,None,Individual,1
12,1,11,None,Individual,1
13,4,1,None,Individual,1
13,1,8,None,Individual,1
13,5,1,None,Individual,1
13,3,4,None,Individual,1
13,2,5,None,Individual,1
13,6,1,None,Individual,1
14,2,7,None,Individual,1
14,4,1,None,Individual,1
14,1,5,None,Individual,1
14,3,5,None,Individual,1
14,5,1,None,Individual,1
14,6,1,None,Individual,1
15,1,10,None,Individual,1
15,3,6,None,Individual,1
15,2,4,None,Individual,1
16,4,13,None,Individual,1
16,3,3,None,Individual,1
16,2,2,None,Individual,1
16,1,2,None,Individual,1
17,3,6,None,Individual,1
17,2,8,None,Individual,1
17,1,6,None,Individual,1
18,3,13,None,Individual,1
18,1,2,None,Individual,1
18,2,5,None,Individual,1
19,3,7,None,Individual,1
19,2,4,None,Individual,1
19,4,2,None,Individual,1
19,1,7,None,Individual,1
20,1,5,None,Individual,1
20,2,7,None,Individual,1
20,3,8,None,Individual,1
21,2,12,None,Individual,1
21,3,6,None,Individual,1
21,1,2,None,Individual,1
22,2,7,None,Individual,1
22,3,3,None,Individual,1
22,1,10,None,Individual,1
23,2,4,None,Individual,1
23,3,14,None,Individual,1
23,1,2,None,Individual,1
24,1,5,None,Individual,1
24,3,10,None,Individual,1
24,2,5,None,Individual,1
25,2,11,None,Individual,1
25,4,4,None,Individual,1
25,3,3,None,Individual,1
25,1,2,None,Individual,1
26,1,7,None,Individual,1
26,2,4,None,Individual,1
26,4,3,None,Individual,1
26,3,6,None,Individual,1
27,2,7,None,Individual,1
27,3,4,None,Individual,1
27,1,7,None,Individual,1
27,4,1,None,Individual,1
27,5,1,None,Individual,1
28,3,6,None,Individual,1
28,1,2,None,Individual,1
28,2,11,None,Individual,1
28,4,1,None,Individual,1
29,2,4,None,Individual,1
29,1,11,None,Individual,1
29,3,1,None,Individual,1
29,4,1,None,Individual,1
29,5,1,None,Individual,1
29,6,1,None,Individual,1
29,7,1,None,Individual,1
30,2,9,None,Individual,1
30,1,11,None,Individual,1
31,2,10,None,Individual,1
31,1,10,None,Individual,1
32,2,8,None,Individual,1
32,1,12,None,Individual,1
33,4,4,None,Individual,1
33,3,3,None,Individual,1
33,1,7,None,Individual,1
33,5,1,None,Individual,1
33,6,1,None,Individual,1
33,7,1,None,Individual,1
33,8,1,None,Individual,1
33,2,2,None,Individual,1
34,2,9,None,Individual,1
34,3,4,None,Individual,1
34,4,2,None,Individual,1
34,1,2,None,Individual,1
34,5,1,None,Individual,1
34,6,1,None,Individual,1
34,7,1,None,Individual,1
35,4,4,None,Individual,1
35,3,7,None,Individual,1
35,1,7,None,Individual,1
35,2,2,None,Individual,1
36,3,3,None,Individual,1
36,1,10,None,Individual,1
36,4,1,None,Individual,1
36,2,4,None,Individual,1
36,5,1,None,Individual,1
36,6,1,None,Individual,1
37,2,9,None,Individual,1
37,3,9,None,Individual,1
37,1,2,None,Individual,1
38,2,14,None,Individual,1
38,1,6,None,Individual,1
39,3,11,None,Individual,1
39,2,5,None,Individual,1
39,4,1,None,Individual,1
39,1,2,None,Individual,1
39,5,1,None,Individual,1
40,2,13,None,Individual,1
40,1,7,None,Individual,1
41,1,11,None,Individual,1
41,3,4,None,Individual,1
41,2,2,None,Individual,1
41,4,1,None,Individual,1
41,5,1,None,Individual,1
41,6,1,None,Individual,1
42,2,9,None,Individual,1
42,1,11,None,Individual,1
43,2,6,None,Individual,1
43,1,5,None,Individual,1
43,3,9,None,Individual,1
44,3,4,None,Individual,1
44,1,7,None,Individual,1
44,2,6,None,Individual,1
44,4,3,None,Individual,1
45,4,6,None,Individual,1
45,3,4,None,Individual,1
45,1,4,None,Individual,1
45,2,6,None,Individual,1
46,1,11,None,Individual,1
46,2,9,None,Individual,1
47,2,7,None,Individual,1
47,1,9,None,Individual,1
47,3,4,None,Individual,1
48,2,2,None,Individual,1
48,1,7,None,Individual,1
48,3,11,None,Individual,1
49,2,7,None,Individual,1
49,4,6,None,Individual,1
49,1,4,None,Individual,1
49,3,3,None,Individual,1
50,1,8,None,Individual,1
50,3,1,None,Individual,1
50,4,1,None,Individual,1
50,5,1,None,Individual,1
50,6,1,None,Individual,1
50,2,7,None,Individual,1
50,7,1,None,Individual,1
51,2,7,None,Individual,2
51,1,5,None,Individual,2
51,4,1,None,Individual,2
51,5,1,None,Individual,2
51,3,6,None,Individual,2
52,2,5,None,Individual,2
52,4,5,None,Individual,2
52,5,5,None,Individual,2
52,3,2,None,Individual,2
52,1,2,None,Individual,2
52,6,1,None,Individual,2
53,2,11,None,Individual,2
53,1,6,None,Individual,2
53,3,1,None,Individual,2
53,4,1,None,Individual,2
53,5,1,None,Individual,2
54,2,10,None,Individual,2
54,1,3,None,Individual,2
54,4,4,None,Individual,2
54,3,3,None,Individual,2
55,2,3,None,Individual,2
55,3,4,None,Individual,2
55,5,3,None,Individual,2
55,4,3,None,Individual,2
55,6,3,None,Individual,2
55,7,1,None,Individual,2
55,1,2,None,Individual,2
55,8,1,None,Individual,2
56,3,9,None,Individual,2
56,4,4,None,Individual,2
56,1,2,None,Individual,2
56,2,5,None,Individual,2
57,1,5,None,Individual,2
57,4,2,None,Individual,2
57,3,5,None,Individual,2
57,2,8,None,Individual,2
58,2,18,None,Individual,2
58,1,2,None,Individual,2
59,1,8,None,Individual,2
59,3,8,None,Individual,2
59,2,4,None,Individual,2
60,1,6,None,Individual,2
60,3,4,None,Individual,2
60,2,5,None,Individual,2
60,4,5,None,Individual,2
61,3,11,None,Individual,2
61,4,1,None,Individual,2
61,1,2,None,Individual,2
61,5,1,None,Individual,2
61,6,1,None,Individual,2
61,2,2,None,Individual,2
61,7,1,None,Individual,2
61,8,1,None,Individual,2
62,4,4,None,Individual,2
62,2,5,None,Individual,2
62,3,3,None,Individual,2
62,1,8,None,Individual,2
63,1,3,None,Individual,2
63,3,2,None,Individual,2
63,5,1,None,Individual,2
63,2,11,None,Individual,2
63,4,3,None,Individual,2
64,1,8,None,Individual,2
64,3,4,None,Individual,2
64,2,8,None,Individual,2
65,1,2,None,Individual,2
65,3,5,None,Individual,2
65,4,2,None,Individual,2
65,2,11,None,Individual,2
66,2,10,None,Individual,2
66,1,10,None,Individual,2
67,2,6,None,Individual,2
67,5,1,None,Individual,2
67,3,4,None,Individual,2
67,1,4,None,Individual,2
67,4,3,None,Individual,2
67,6,1,None,Individual,2
67,7,1,None,Individual,2
68,4,1,None,Individual,2
68,1,8,None,Individual,2
68,2,2,None,Individual,2
68,5,1,None,Individual,2
68,6,1,None,Individual,2
68,7,1,None,Individual,2
68,3,5,None,Individual,2
68,8,1,None,Individual,2
69,3,6,None,Individual,2
69,1,7,None,Individual,2
69,2,7,None,Individual,2
70,1,8,None,Individual,2
70,4,4,None,Individual,2
70,3,5,None,Individual,2
70,2,3,None,Individual,2
71,2,9,None,Individual,2
71,1,8,None,Individual,2
71,3,3,None,Individual,2
72,4,4,None,Individual,2
72,3,4,None,Individual,2
72,1,7,None,Individual,2
72,2,2,None,Individual,2
72,5,1,None,Individual,2
72,6,1,None,Individual,2
72,7,1,None,Individual,2
73,2,12,None,Individual,2
73,3,6,None,Individual,2
73,1,2,None,Individual,2
74,1,6,None,Individual,2
74,2,10,None,Individual,2
74,3,1,None,Individual,2
74,4,1,None,Individual,2
74,5,1,None,Individual,2
74,6,1,None,Individual,2
75,2,11,None,Individual,2
75,4,3,None,Individual,2
75,1,4,None,Individual,2
75,3,2,None,Individual,2
76,1,2,None,Individual,2
76,2,18,None,Individual,2
77,3,10,None,Individual,2
77,1,2,None,Individual,2
77,2,3,None,Individual,2
77,4,3,None,Individual,2
77,5,1,None,Individual,2
77,6,1,None,Individual,2
78,2,11,None,Individual,2
78,1,9,None,Individual,2
79,2,15,None,Individual,2
79,1,4,None,Individual,2
79,3,1,None,Individual,2
80,2,7,None,Individual,2
80,3,3,None,Individual,2
80,4,4,None,Individual,2
80,5,3,None,Individual,2
80,1,3,None,Individual,2
81,2,9,None,Individual,2
81,4,5,None,Individual,2
81,3,3,None,Individual,2
81,1,3,None,Individual,2
82,1,8,None,Individual,2
82,2,12,None,Individual,2
83,2,12,None,Individual,2
83,3,6,None,Individual,2
83,1,2,None,Individual,2
84,2,13,None,Individual,2
84,3,5,None,Individual,2
84,1,2,None,Individual,2
85,3,4,None,Individual,2
85,2,9,None,Individual,2
85,1,7,None,Individual,2
86,4,6,None,Individual,2
86,1,5,None,Individual,2
86,2,3,None,Individual,2
86,5,3,None,Individual,2
86,3,3,None,Individual,2
87,1,8,None,Individual,2
87,2,3,None,Individual,2
87,3,9,None,Individual,2
88,3,9,None,Individual,2
88,1,6,None,Individual,2
88,2,5,None,Individual,2
89,1,10,None,Individual,2
89,3,5,None,Individual,2
89,2,2,None,Individual,2
89,4,1,None,Individual,2
89,5,1,None,Individual,2
89,6,1,None,Individual,2
90,2,7,None,Individual,2
90,1,9,None,Individual,2
90,3,4,None,Individual,2
91,1,14,None,Individual,2
91,2,1,None,Individual,2
91,3,1,None,Individual,2
91,4,1,None,Individual,2
91,5,1,None,Individual,2
91,6,1,None,Individual,2
91,7,1,None,Individual,2
92,2,10,None,Individual,2
92,1,10,None,Individual,2
93,2,11,None,Individual,2
93,3,7,None,Individual,2
93,1,2,None,Individual,2
94,1,6,None,Individual,2
94,2,4,None,Individual,2
94,3,10,None,Individual,2
95,2,17,None,Individual,2
95,1,3,None,Individual,2
96,2,11,None,Individual,2
96,4,1,None,Individual,2
96,3,2,None,Individual,2
96,1,2,None,Individual,2
96,5,1,None,Individual,2
96,6,1,None,Individual,2
96,7,1,None,Individual,2
96,8,1,None,Individual,2
97,2,14,None,Individual,2
97,1,6,None,Individual,2
98,2,10,None,Individual,2
98,1,10,None,Individual,2
99,1,9,None,Individual,2
99,2,9,None,Individual,2
99,3,1,None,Individual,2
99,4,1,None,Individual,2
100,1,11,None,Individual,2
100,4,1,None,Individual,2
100,3,4,None,Individual,2
100,5,1,None,Individual,2
100,2,3,None,Individual,2
101,4,6,None,Individual,3
101,1,8,None,Individual,3
101,3,4,None,Individual,3
101,2,2,None,Individual,3
102,2,10,None,Individual,3
102,3,6,None,Individual,3
102,1,4,None,Individual,3
103,2,8,None,Individual,3
103,3,4,None,Individual,3
103,1,6,None,Individual,3
103,4,1,None,Individual,3
103,5,1,None,Individual,3
104,3,8,None,Individual,3
104,2,5,None,Individual,3
104,1,7,None,Individual,3
105,1,6,None,Individual,3
105,4,8,None,Individual,3
105,3,3,None,Individual,3
105,5,1,None,Individual,3
105,2,2,None,Individual,3
106,2,3,None,Individual,3
106,4,1,None,Individual,3
106,1,8,None,Individual,3
106,3,6,None,Individual,3
106,5,1,None,Individual,3
106,6,1,None,Individual,3
107,2,7,None,Individual,3
107,1,13,None,Individual,3
108,2,6,None,Individual,3
108,1,14,None,Individual,3
109,1,10,None,Individual,3
109,2,3,None,Individual,3
109,3,7,None,Individual,3
110,1,2,None,Individual,3
110,2,16,None,Individual,3
110,3,1,None,Individual,3
110,4,1,None,Individual,3
111,5,1,None,Individual,3
111,3,7,None,Individual,3
111,2,5,None,Individual,3
111,4,4,None,Individual,3
111,1,2,None,Individual,3
111,6,1,None,Individual,3
112,1,9,None,Individual,3
112,3,1,None,Individual,3
112,4,1,None,Individual,3
112,2,6,None,Individual,3
112,5,1,None,Individual,3
112,6,1,None,Individual,3
112,7,1,None,Individual,3
113,2,9,None,Individual,3
113,3,9,None,Individual,3
113,1,2,None,Individual,3
114,3,5,None,Individual,3
114,2,12,None,Individual,3
114,1,3,None,Individual,3
115,6,3,None,Individual,3
115,5,3,None,Individual,3
115,2,3,None,Individual,3
115,1,3,None,Individual,3
115,4,3,None,Individual,3
115,3,5,None,Individual,3
116,2,10,None,Individual,3
116,3,8,None,Individual,3
116,1,2,None,Individual,3
117,3,2,None,Individual,3
117,6,1,None,Individual,3
117,7,1,None,Individual,3
117,8,1,None,Individual,3
117,5,3,None,Individual,3
117,9,1,None,Individual,3
117,2,5,None,Individual,3
117,4,3,None,Individual,3
117,1,3,None,Individual,3
118,3,8,None,Individual,3
118,1,5,None,Individual,3
118,2,7,None,Individual,3
119,2,9,None,Individual,3
119,1,11,None,Individual,3
120,1,12,None,Individual,3
120,3,2,None,Individual,3
120,2,6,None,Individual,3
121,2,8,None,Individual,3
121,1,4,None,Individual,3
121,4,6,None,Individual,3
121,3,2,None,Individual,3
122,1,6,None,Individual,3
122,2,3,None,Individual,3
122,3,11,None,Individual,3
123,2,7,None,Individual,3
123,5,1,None,Individual,3
123,4,3,None,Individual,3
123,3,3,None,Individual,3
123,1,5,None,Individual,3
123,6,1,None,Individual,3
124,3,4,None,Individual,3
124,2,5,None,Individual,3
124,4,4,None,Individual,3
124,1,7,None,Individual,3
125,3,8,None,Individual,3
125,2,10,None,Individual,3
125,1,2,None,Individual,3
126,2,18,None,Individual,3
126,1,2,None,Individual,3
127,3,1,None,Individual,3
127,4,1,None,Individual,3
127,5,1,None,Individual,3
127,2,8,None,Individual,3
127,6,1,None,Individual,3
127,7,1,None,Individual,3
127,1,7,None,Individual,3
128,3,6,None,Individual,3
128,2,12,None,Individual,3
128,1,2,None,Individual,3
129,2,15,None,Individual,3
129,1,5,None,Individual,3
130,1,9,None,Individual,3
130,2,11,None,Individual,3
131,3,13,None,Individual,3
131,1,5,None,Individual,3
131,2,2,None,Individual,3
132,3,7,None,Individual,3
132,1,8,None,Individual,3
132,2,5,None,Individual,3
133,2,11,None,Individual,3
133,1,9,None,Individual,3
134,5,5,None,Individual,3
134,1,5,None,Individual,3
134,3,4,None,Individual,3
134,4,4,None,Individual,3
134,2,2,None,Individual,3
135,1,11,None,Individual,3
135,2,9,None,Individual,3
136,3,6,None,Individual,3
136,2,8,None,Individual,3
136,1,4,None,Individual,3
136,4,2,None,Individual,3
137,2,11,None,Individual,3
137,1,4,None,Individual,3
137,3,5,None,Individual,3
138,2,13,None,Individual,3
138,1,7,None,Individual,3
139,5,3,None,Individual,3
139,3,5,None,Individual,3
139,1,7,None,Individual,3
139,4,3,None,Individual,3
139,2,2,None,Individual,3
140,1,11,None,Individual,3
140,3,3,None,Individual,3
140,2,3,None,Individual,3
140,4,1,None,Individual,3
140,5,1,None,Individual,3
140,6,1,None,Individual,3
141,1,9,None,Individual,3
141,2,11,None,Individual,3
142,1,11,None,Individual,3
142,2,9,None,Individual,3
143,2,18,None,Individual,3
143,1,2,None,Individual,3
144,5,1,None,Individual,3
144,2,7,None,Individual,3
144,1,2,None,Individual,3
144,3,4,None,Individual,3
144,6,1,None,Individual,3
144,4,4,None,Individual,3
144,7,1,None,Individual,3
145,1,10,None,Individual,3
145,2,10,None,Individual,3
146,4,3,None,Individual,3
146,2,4,None,Individual,3
146,1,4,None,Individual,3
146,5,2,None,Individual,3
146,3,4,None,Individual,3
146,6,1,None,Individual,3
146,7,1,None,Individual,3
146,8,1,None,Individual,3
147,3,10,None,Individual,3
147,1,3,None,Individual,3
147,4,2,None,Individual,3
147,2,5,None,Individual,3
148,2,5,None,Individual,3
148,1,7,None,Individual,3
148,3,8,None,Individual,3
149,3,10,None,Individual,3
149,1,3,None,Individual,3
149,2,6,None,Individual,3
149,4,1,None,Individual,3
150,2,4,None,Individual,3
150,3,8,None,Individual,3
150,1,4,None,Individual,3
150,4,4,None,Individual,3
151,2,16,None,Individual,4
151,1,4,None,Individual,4
152,1,6,None,Individual,4
152,3,9,None,Individual,4
152,2,5,None,Individual,4
153,1,10,None,Individual,4
153,2,7,None,Individual,4
153,3,2,None,Individual,4
153,4,1,None,Individual,4
154,1,8,None,Individual,4
154,3,8,None,Individual,4
154,2,4,None,Individual,4
155,1,8,None,Individual,4
155,2,6,None,Individual,4
155,3,6,None,Individual,4
156,1,14,None,Individual,4
156,2,6,None,Individual,4
157,2,8,None,Individual,4
157,3,4,None,Individual,4
157,4,1,None,Individual,4
157,5,1,None,Individual,4
157,6,1,None,Individual,4
157,1,4,None,Individual,4
157,7,1,None,Individual,4
158,1,9,None,Individual,4
158,2,11,None,Individual,4
159,3,11,None,Individual,4
159,1,4,None,Individual,4
159,2,4,None,Individual,4
159,4,1,None,Individual,4
160,4,4,None,Individual,4
160,2,4,None,Individual,4
160,3,10,None,Individual,4
160,1,2,None,Individual,4
161,2,11,None,Individual,4
161,1,3,None,Individual,4
161,3,4,None,Individual,4
161,4,1,None,Individual,4
161,5,1,None,Individual,4
162,4,5,None,Individual,4
162,3,8,None,Individual,4
162,1,5,None,Individual,4
162,2,2,None,Individual,4
163,2,6,None,Individual,4
163,1,6,None,Individual,4
163,4,1,None,Individual,4
163,3,5,None,Individual,4
163,5,1,None,Individual,4
163,6,1,None,Individual,4
164,3,10,None,Individual,4
164,2,4,None,Individual,4
164,1,5,None,Individual,4
164,4,1,None,Individual,4
165,2,16,None,Individual,4
165,3,1,None,Individual,4
165,1,2,None,Individual,4
165,4,1,None,Individual,4
166,3,9,None,Individual,4
166,4,3,None,Individual,4
166,1,6,None,Individual,4
166,2,2,None,Individual,4
167,2,15,None,Individual,4
167,1,2,None,Individual,4
167,3,3,None,Individual,4
168,2,4,None,Individual,4
168,1,11,None,Individual,4
168,3,5,None,Individual,4
169,3,5,None,Individual,4
169,1,7,None,Individual,4
169,2,8,None,Individual,4
170,3,4,None,Individual,4
170,2,5,None,Individual,4
170,4,9,None,Individual,4
170,1,2,None,Individual,4
171,3,4,None,Individual,4
171,2,10,None,Individual,4
171,1,6,None,Individual,4
172,3,12,None,Individual,4
172,2,5,None,Individual,4
172,1,3,None,Individual,4
173,1,3,None,Individual,4
173,3,12,None,Individual,4
173,2,4,None,Individual,4
173,4,1,None,Individual,4
174,4,5,None,Individual,4
174,3,4,None,Individual,4
174,1,2,None,Individual,4
174,2,9,None,Individual,4
175,1,6,None,Individual,4
175,2,3,None,Individual,4
175,3,11,None,Individual,4
176,1,10,None,Individual,4
176,2,10,None,Individual,4
177,2,12,None,Individual,4
177,1,2,None,Individual,4
177,3,6,None,Individual,4
178,1,6,None,Individual,4
178,3,10,None,Individual,4
178,2,4,None,Individual,4
179,3,4,None,Individual,4
179,4,1,None,Individual,4
179,1,2,None,Individual,4
179,5,1,None,Individual,4
179,2,10,None,Individual,4
179,6,1,None,Individual,4
179,7,1,None,Individual,4
180,1,6,None,Individual,4
180,2,12,None,Individual,4
180,3,1,None,Individual,4
180,4,1,None,Individual,4
181,2,8,None,Individual,4
181,1,12,None,Individual,4
182,3,16,None,Individual,4
182,2,2,None,Individual,4
182,1,2,None,Individual,4
183,3,5,None,Individual,4
183,2,8,None,Individual,4
183,1,7,None,Individual,4
184,3,1,None,Individual,4
184,1,11,None,Individual,4
184,4,1,None,Individual,4
184,5,1,None,Individual,4
184,2,6,None,Individual,4
185,1,9,None,Individual,4
185,2,11,None,Individual,4
186,1,7,None,Individual,4
186,3,8,None,Individual,4
186,2,5,None,Individual,4
187,4,5,None,Individual,4
187,3,5,None,Individual,4
187,2,3,None,Individual,4
187,1,7,None,Individual,4
188,1,9,None,Individual,4
188,2,6,None,Individual,4
188,3,5,None,Individual,4
189,2,18,None,Individual,4
189,1,2,None,Individual,4
190,2,2,None,Individual,4
190,3,10,None,Individual,4
190,4,5,None,Individual,4
190,1,3,None,Individual,4
191,1,7,None,Individual,4
191,2,9,None,Individual,4
191,3,4,None,Individual,4
192,3,2,None,Individual,4
192,2,6,None,Individual,4
192,1,4,None,Individual,4
192,4,8,None,Individual,4
193,1,3,None,Individual,4
193,4,5,None,Individual,4
193,5,3,None,Individual,4
193,3,2,None,Individual,4
193,2,7,None,Individual,4
194,4,4,None,Individual,4
194,3,4,None,Individual,4
194,1,2,None,Individual,4
194,2,10,None,Individual,4
195,1,12,None,Individual,4
195,2,8,None,Individual,4
196,2,9,None,Individual,4
196,1,3,None,Individual,4
196,3,8,None,Individual,4
197,3,3,None,Individual,4
197,4,5,None,Individual,4
197,1,7,None,Individual,4
197,2,5,None,Individual,4
198,2,5,None,Individual,4
198,1,3,None,Individual,4
198,3,7,None,Individual,4
198,4,5,None,Individual,4
199,2,7,None,Individual,4
199,1,9,None,Individual,4
199,3,2,None,Individual,4
199,4,1,None,Individual,4
199,5,1,None,Individual,4
200,2,18,None,Individual,4
200,1,2,None,Individual,4
1,1,10,None,None,1
1,2,10,None,None,1
2,2,10,None,None,1
2,1,4,None,None,1
2,3,6,None,None,1
3,2,10,None,None,1
3,3,4,None,None,1
3,1,6,None,None,1
4,3,7,None,None,1
4,1,7,None,None,1
4,2,4,None,None,1
4,4,1,None,None,1
4,5,1,None,None,1
5,2,9,None,None,1
5,1,6,None,None,1
5,3,5,None,None,1
6,1,5,None,None,1
6,4,2,None,None,1
6,2,4,None,None,1
6,3,6,None,None,1
6,5,2,None,None,1
6,6,1,None,None,1
7,2,5,None,None,1
7,3,11,None,None,1
7,1,4,None,None,1
8,1,6,None,None,1
8,2,4,None,None,1
8,3,6,None,None,1
8,4,4,None,None,1
9,3,7,None,None,1
9,2,11,None,None,1
9,1,2,None,None,1
10,2,6,None,None,1
10,3,6,None,None,1
10,1,7,None,None,1
10,4,1,None,None,1
11,3,8,None,None,1
11,2,5,None,None,1
11,1,7,None,None,1
12,4,4,None,None,1
12,2,8,None,None,1
12,1,5,None,None,1
12,3,3,None,None,1
13,1,9,None,None,1
13,2,11,None,None,1
14,1,11,None,None,1
14,2,8,None,None,1
14,3,1,None,None,1
15,1,6,None,None,1
15,3,1,None,None,1
15,2,8,None,None,1
15,4,1,None,None,1
15,5,1,None,None,1
15,6,1,None,None,1
15,7,1,None,None,1
15,8,1,None,None,1
16,2,13,None,None,1
16,1,5,None,None,1
16,3,1,None,None,1
16,4,1,None,None,1
17,1,11,None,None,1
17,2,5,None,None,1
17,3,3,None,None,1
17,4,1,None,None,1
18,3,6,None,None,1
18,5,5,None,None,1
18,4,3,None,None,1
18,1,2,None,None,1
18,2,4,None,None,1
19,1,10,None,None,1
19,2,10,None,None,1
20,3,12,None,None,1
20,2,2,None,None,1
20,1,6,None,None,1
21,2,7,None,None,1
21,1,7,None,None,1
21,3,6,None,None,1
22,2,7,None,None,1
22,3,6,None,None,1
22,4,1,None,None,1
22,1,4,None,None,1
22,5,1,None,None,1
22,6,1,None,None,1
23,1,7,None,None,1
23,4,3,None,None,1
23,2,5,None,None,1
23,3,5,None,None,1
24,2,10,None,None,1
24,1,6,None,None,1
24,3,1,None,None,1
24,4,1,None,None,1
24,5,1,None,None,1
24,6,1,None,None,1
25,3,7,None,None,1
25,2,8,None,None,1
25,4,1,None,None,1
25,5,1,None,None,1
25,6,1,None,None,1
25,1,2,None,None,1
26,1,8,None,None,1
26,4,1,None,None,1
26,2,5,None,None,1
26,3,4,None,None,1
26,5,1,None,None,1
26,6,1,None,None,1
27,1,7,None,None,1
27,2,8,None,None,1
27,3,5,None,None,1
28,1,9,None,None,1
28,2,11,None,None,1
29,2,4,None,None,1
29,5,4,None,None,1
29,3,4,None,None,1
29,4,6,None,None,1
29,1,2,None,None,1
30,2,13,None,None,1
30,1,7,None,None,1
31,2,18,None,None,1
31,1,2,None,None,1
32,2,7,None,None,1
32,1,9,None,None,1
32,3,3,None,None,1
32,4,1,None,None,1
33,1,6,None,None,1
33,3,4,None,None,1
33,5,4,None,None,1
33,2,4,None,None,1
33,4,2,None,None,1
34,1,4,None,None,1
34,4,6,None,None,1
34,3,2,None,None,1
34,2,6,None,None,1
34,5,2,None,None,1
35,1,2,None,None,1
35,3,5,None,None,1
35,4,3,None,None,1
35,2,3,None,None,1
35,5,4,None,None,1
35,6,1,None,None,1
35,7,1,None,None,1
35,8,1,None,None,1
36,4,9,None,None,1
36,1,4,None,None,1
36,2,3,None,None,1
36,3,4,None,None,1
37,3,3,None,None,1
37,2,5,None,None,1
37,1,9,None,None,1
37,4,1,None,None,1
37,5,1,None,None,1
37,6,1,None,None,1
38,1,6,None,None,1
38,2,14,None,None,1
39,2,11,None,None,1
39,3,7,None,None,1
39,1,2,None,None,1
40,3,4,None,None,1
40,1,9,None,None,1
40,2,5,None,None,1
40,4,1,None,None,1
40,5,1,None,None,1
41,3,6,None,None,1
41,1,8,None,None,1
41,2,4,None,None,1
41,4,1,None,None,1
41,5,1,None,None,1
42,3,11,None,None,1
42,1,7,None,None,1
42,2,2,None,None,1
43,2,16,None,None,1
43,1,4,None,None,1
44,4,1,None,None,1
44,3,3,None,None,1
44,1,8,None,None,1
44,5,1,None,None,1
44,6,1,None,None,1
44,7,1,None,None,1
44,8,1,None,None,1
44,2,3,None,None,1
44,9,1,None,None,1
45,2,12,None,None,1
45,1,8,None,None,1
46,1,12,None,None,1
46,4,2,None,None,1
46,2,4,None,None,1
46,3,2,None,None,1
47,2,11,None,None,1
47,3,6,None,None,1
47,1,3,None,None,1
48,3,7,None,None,1
48,2,8,None,None,1
48,1,5,None,None,1
49,2,13,None,None,1
49,1,6,None,None,1
49,3,1,None,None,1
50,1,6,None,None,1
50,2,6,None,None,1
50,3,3,None,None,1
50,5,1,None,None,1
50,4,4,None,None,1
51,4,11,None,None,2
51,2,3,None,None,2
51,3,3,None,None,2
51,1,3,None,None,2
52,2,13,None,None,2
52,1,7,None,None,2
53,1,7,None,None,2
53,3,11,None,None,2
53,2,2,None,None,2
54,1,10,None,None,2
54,2,10,None,None,2
55,1,7,None,None,2
55,4,1,None,None,2
55,2,4,None,None,2
55,5,1,None,None,2
55,3,7,None,None,2
56,2,8,None,None,2
56,1,6,None,None,2
56,3,2,None,None,2
56,4,4,None,None,2
57,2,3,None,None,2
57,4,6,None,None,2
57,1,5,None,None,2
57,5,1,None,None,2
57,3,3,None,None,2
57,6,1,None,None,2
57,7,1,None,None,2
58,3,7,None,None,2
58,2,9,None,None,2
58,1,4,None,None,2
59,1,3,None,None,2
59,3,10,None,None,2
59,2,7,None,None,2
60,1,8,None,None,2
60,3,5,None,None,2
60,2,7,None,None,2
61,4,6,None,None,2
61,1,5,None,None,2
61,2,3,None,None,2
61,5,1,None,None,2
61,6,1,None,None,2
61,7,1,None,None,2
61,3,2,None,None,2
61,8,1,None,None,2
62,1,5,None,None,2
62,5,1,None,None,2
62,4,5,None,None,2
62,6,1,None,None,2
62,2,3,None,None,2
62,3,4,None,None,2
62,7,1,None,None,2
63,2,5,None,None,2
63,3,9,None,None,2
63,1,4,None,None,2
63,4,2,None,None,2
64,4,5,None,None,2
64,2,8,None,None,2
